지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 이슬점온도(°C),평균 상대습도(%),합계 일조시간(hr)
262,고흥,2014-05-20,16.8,15.6,19.0,25.0,0.8,15.4,92.1,0.0
262,고흥,2014-05-21,19.7,14.2,26.1,0.0,2.4,13.5,70.4,12.2
262,고흥,2014-05-22,20.4,11.7,27.3,0.0,1.6,12.7,66.1,11.0
262,고흥,2014-05-23,18.3,14.6,22.0,0.0,1.9,14.3,78.6,2.9
262,고흥,2014-05-24,19.2,13.0,25.6,0.0,1.3,14.7,77.3,7.4
262,고흥,2014-05-25,19.5,17.0,22.2,20.5,2.3,16.7,84.9,0.0
262,고흥,2014-05-26,21.2,14.9,26.9,0.5,3.4,10.9,57.6,9.0
262,고흥,2014-05-27,19.6,12.6,27.2,0.0,1.5,12.0,65.9,8.5
262,고흥,2014-05-28,21.1,15.5,27.5,0.0,1.9,15.0,72.1,8.6
262,고흥,2014-05-29,22.1,14.3,30.6,0.0,1.1,14.6,67.5,10.4
262,고흥,2014-05-30,21.8,13.5,30.8,0.0,1.2,12.0,60.4,12.5
262,고흥,2014-05-31,22.1,13.0,30.5,0.0,1.3,12.8,61.4,12.5
262,고흥,2014-06-01,21.3,16.0,27.4,0.0,0.7,16.9,77.8,0.0
262,고흥,2014-06-02,19.0,17.2,21.2,23.0,2.8,16.5,85.5,0.0
262,고흥,2014-06-03,18.6,17.8,19.3,86.5,2.8,16.8,89.5,0.0
262,고흥,2014-06-04,21.8,18.9,25.6,22.0,2.1,16.9,74.4,1.5
262,고흥,2014-06-05,21.5,19.3,25.3,0.0,1.3,16.5,74.3,0.7
262,고흥,2014-06-06,20.5,16.2,25.6,0.0,1.1,16.0,77.6,2.9
262,고흥,2014-06-07,20.0,14.8,24.7,0.0,1.5,16.7,82.1,3.9
262,고흥,2014-06-08,20.5,18.7,24.1,0.0,1.5,16.9,80.8,1.0
262,고흥,2014-06-09,20.4,18.1,23.2,0.0,1.4,17.1,82.1,0.2
262,고흥,2014-06-10,21.5,19.3,24.8,0.0,1.8,17.5,78.5,4.4
262,고흥,2014-06-11,21.0,19.1,25.3,4.0,1.4,17.7,82.6,1.9
262,고흥,2014-06-12,19.4,15.1,24.2,18.0,1.5,16.6,85.1,3.5
262,고흥,2014-06-13,21.5,15.9,26.3,0.0,2.3,16.4,74.4,8.5
262,고흥,2014-06-14,22.0,17.4,27.7,0.0,1.5,16.2,72.0,8.9
262,고흥,2014-06-15,21.6,15.3,27.4,0.0,1.7,15.9,72.5,7.5
262,고흥,2014-06-16,22.9,17.5,28.5,0.0,1.7,16.1,68.3,5.3
262,고흥,2014-06-17,20.2,18.2,22.6,15.0,1.3,16.8,81.4,0.4
262,고흥,2014-06-18,21.8,17.9,28.3,0.0,1.3,16.0,71.9,7.0
262,고흥,2014-06-19,21.8,16.0,28.7,0.0,1.3,17.6,78.5,10.1
262,고흥,2014-06-20,21.4,18.5,24.7,0.0,1.7,18.3,83.1,1.1
262,고흥,2014-06-21,21.3,19.3,23.4,4.0,1.9,17.9,81.9,0.0
262,고흥,2014-06-22,21.4,19.0,24.3,0.0,1.2,17.6,79.5,0.3
262,고흥,2014-06-23,21.9,18.7,25.8,13.0,1.5,18.6,82.9,1.9
262,고흥,2014-06-24,22.8,18.6,27.1,0.0,2.0,18.6,78.4,7.6
262,고흥,2014-06-25,21.8,17.3,27.3,0.0,1.3,17.8,79.9,5.8
262,고흥,2014-06-26,22.0,18.4,26.8,0.0,0.9,18.8,83.1,3.1
262,고흥,2014-06-27,23.1,17.1,29.2,0.0,1.2,18.3,76.4,7.6
262,고흥,2014-06-28,24.0,18.2,29.3,0.0,2.5,17.8,70.5,10.2
262,고흥,2014-06-29,23.6,18.8,29.1,0.0,2.0,18.4,74.5,11.7
262,고흥,2014-06-30,24.1,20.1,29.2,0.0,1.8,19.5,77.3,8.2
262,고흥,2014-07-01,24.0,18.5,30.1,0.0,1.2,19.0,75.5,8.3
262,고흥,2014-07-02,20.6,18.4,24.8,16.0,1.0,18.0,85.6,0.0
262,고흥,2014-07-03,21.4,19.1,22.7,11.5,0.9,20.2,93.3,0.0
262,고흥,2014-07-04,22.1,20.2,25.7,3.0,0.7,20.3,89.9,0.0
262,고흥,2014-07-05,21.7,18.8,24.4,0.5,1.1,19.3,86.5,0.0
262,고흥,2014-07-06,20.5,19.7,21.4,24.0,2.1,18.7,90.0,0.0
262,고흥,2014-07-07,22.0,20.5,23.7,1.5,1.3,20.6,92.0,0.0
262,고흥,2014-07-08,23.9,21.9,25.7,4.5,1.2,22.4,91.9,0.0
262,고흥,2014-07-09,25.5,24.0,29.0,21.0,3.2,22.5,84.1,0.0
262,고흥,2014-07-10,27.5,24.2,32.4,0.0,3.1,21.4,70.5,10.1
262,고흥,2014-07-11,25.3,20.0,30.6,0.0,2.4,19.0,69.4,6.3
262,고흥,2014-07-12,24.2,20.2,28.7,0.1,0.8,20.7,82.1,0.0
262,고흥,2014-07-13,22.8,20.8,26.4,27.5,1.2,20.8,88.6,2.0
262,고흥,2014-07-14,24.7,20.6,30.2,0.0,1.5,20.4,78.9,11.1
262,고흥,2014-07-15,23.1,20.7,26.4,18.0,0.9,21.1,89.0,0.0
262,고흥,2014-07-16,23.5,21.7,26.3,5.0,0.9,22.1,92.3,0.0
262,고흥,2014-07-17,23.2,21.4,25.3,20.5,0.8,22.1,94.0,0.0
262,고흥,2014-07-18,24.9,22.5,29.1,50.5,1.5,22.8,89.0,1.0
262,고흥,2014-07-19,23.5,21.6,28.4,72.0,1.5,21.3,88.6,3.1
262,고흥,2014-07-20,25.8,22.2,30.9,0.0,1.4,22.3,82.3,6.8
262,고흥,2014-07-21,24.4,20.8,29.7,0.0,1.2,21.9,86.8,6.8
262,고흥,2014-07-22,24.9,21.1,29.1,0.0,1.3,22.1,85.9,4.6
262,고흥,2014-07-23,26.9,21.6,32.0,0.0,1.6,23.3,82.4,9.3
262,고흥,2014-07-24,28.3,25.0,31.5,0.0,2.3,24.9,82.5,4.3
262,고흥,2014-07-25,28.3,25.9,30.9,8.5,4.6,24.3,79.6,5.1
262,고흥,2014-07-26,26.3,21.5,29.1,1.5,2.7,21.0,73.5,7.8
262,고흥,2014-07-27,23.8,19.6,30.3,0.0,1.3,17.6,71.0,12.0
262,고흥,2014-07-28,21.9,19.2,25.3,15.5,1.1,19.4,86.5,0.8
262,고흥,2014-07-29,24.4,20.6,28.0,0.1,1.2,21.9,86.8,2.2
262,고흥,2014-07-30,27.1,23.6,31.5,0.0,1.3,22.3,76.9,8.5
262,고흥,2014-07-31,28.1,23.7,33.4,1.0,1.6,22.6,73.8,11.4
262,고흥,2014-08-01,27.5,23.9,30.5,29.0,3.4,22.0,72.6,2.0
262,고흥,2014-08-02,25.8,22.8,28.6,306.5,6.1,22.7,83.9,0.0
262,고흥,2014-08-03,24.3,23.8,26.4,42.5,4.3,22.4,89.8,0.0
262,고흥,2014-08-04,24.2,23.7,24.9,14.0,2.6,22.8,92.4,0.0
262,고흥,2014-08-05,26.8,23.8,32.1,0.0,1.5,23.6,83.8,9.1
262,고흥,2014-08-06,26.5,23.0,30.9,0.0,1.4,23.5,84.5,10.0
262,고흥,2014-08-07,26.1,23.5,29.7,0.1,1.2,23.0,84.0,2.0
262,고흥,2014-08-08,25.5,23.8,29.1,0.0,2.9,20.8,75.5,4.0
262,고흥,2014-08-09,26.0,21.2,29.7,0.0,3.2,19.5,68.5,8.3
262,고흥,2014-08-10,25.1,20.9,29.7,0.5,1.9,20.2,75.0,4.6
262,고흥,2014-08-11,24.6,21.6,29.3,0.0,2.3,19.0,72.3,5.1
262,고흥,2014-08-12,24.6,18.2,30.9,0.0,1.3,19.4,75.0,10.3
262,고흥,2014-08-13,24.3,22.5,27.9,0.0,0.8,21.0,83.0,0.0
262,고흥,2014-08-14,22.1,20.5,23.4,28.0,1.6,20.5,91.1,0.0
262,고흥,2014-08-15,23.8,21.6,27.8,12.5,1.0,21.5,87.5,0.2
262,고흥,2014-08-16,23.8,20.1,28.3,0.0,1.2,20.8,84.3,4.8
262,고흥,2014-08-17,22.9,21.0,26.1,25.5,1.6,20.5,87.1,0.0
262,고흥,2014-08-18,23.5,21.4,26.5,17.0,1.8,21.9,91.4,0.0
262,고흥,2014-08-19,23.9,22.2,27.4,8.0,1.3,21.9,89.1,0.9
262,고흥,2014-08-20,23.5,21.8,26.3,26.0,0.7,22.2,92.5,0.0
262,고흥,2014-08-21,25.2,21.5,27.4,11.5,3.3,21.7,81.8,2.9
262,고흥,2014-08-22,24.3,19.8,29.5,0.0,1.5,20.7,82.3,10.1
262,고흥,2014-08-23,24.2,19.5,28.8,0.0,1.1,20.6,82.0,6.8
262,고흥,2014-08-24,23.6,21.5,26.8,43.0,0.8,22.2,92.0,0.0
262,고흥,2014-08-25,25.0,23.1,28.1,73.0,1.8,23.2,90.5,0.5
262,고흥,2014-08-26,25.5,21.7,29.8,0.0,1.9,21.9,81.5,4.2
262,고흥,2014-08-27,23.0,21.0,25.1,1.0,1.2,20.6,87.3,0.1
262,고흥,2014-08-28,21.3,20.1,23.8,8.5,0.9,19.2,88.6,0.0
262,고흥,2014-08-29,21.5,18.5,24.4,9.5,1.2,18.7,85.0,0.1
262,고흥,2014-08-30,22.5,17.4,27.4,0.0,1.2,18.3,78.9,9.6
262,고흥,2014-08-31,21.5,18.2,25.8,0.0,0.8,18.0,82.4,3.1
262,고흥,2014-09-01,21.9,16.4,27.5,0.0,1.3,17.5,78.1,11.0
262,고흥,2014-09-02,22.0,18.1,24.5,3.0,1.9,18.6,81.5,0.0
262,고흥,2014-09-03,23.3,20.5,26.5,12.0,1.8,21.4,89.4,0.0
262,고흥,2014-09-04,22.9,18.5,28.8,0.0,1.3,19.3,82.3,10.1
262,고흥,2014-09-05,23.0,17.0,30.2,0.0,0.9,19.2,81.8,9.9
262,고흥,2014-09-06,21.0,17.0,26.8,6.5,0.9,17.9,83.6,4.2
262,고흥,2014-09-07,22.3,16.3,29.5,0.0,0.9,19.0,83.6,7.7
262,고흥,2014-09-08,23.4,18.5,30.1,0.0,1.0,20.4,85.1,7.3
262,고흥,2014-09-09,22.9,17.1,30.2,0.0,0.9,18.0,76.6,8.6
262,고흥,2014-09-10,21.1,15.9,28.7,0.0,1.2,14.4,68.8,10.4
262,고흥,2014-09-11,22.0,15.4,28.4,0.0,1.2,17.6,78.3,9.2
262,고흥,2014-09-12,21.2,19.1,25.2,0.3,0.7,18.2,83.8,0.3
262,고흥,2014-09-13,22.8,19.6,27.1,0.0,2.0,15.8,66.5,9.8
262,고흥,2014-09-14,21.2,17.1,26.6,0.0,1.4,15.8,73.1,6.3
262,고흥,2014-09-15,21.3,16.1,28.1,0.0,0.8,17.0,79.5,3.8
262,고흥,2014-09-16,22.5,18.3,28.2,0.0,1.0,17.5,75.3,2.6
262,고흥,2014-09-17,21.7,19.5,25.7,0.5,0.8,19.4,87.6,0.0
262,고흥,2014-09-18,21.6,19.1,25.7,0.5,1.3,16.4,73.9,2.7
262,고흥,2014-09-19,20.5,18.8,22.5,0.0,1.7,15.0,71.1,0.0
262,고흥,2014-09-20,20.7,15.6,25.9,0.0,1.6,14.6,70.0,5.6
262,고흥,2014-09-21,20.3,15.6,27.1,0.0,1.5,14.5,72.4,8.6
262,고흥,2014-09-22,21.4,14.2,27.6,0.0,1.6,14.8,68.9,10.4
262,고흥,2014-09-23,21.7,19.6,24.7,17.0,2.4,16.3,72.8,0.1
262,고흥,2014-09-24,23.4,19.7,26.1,77.0,3.1,21.4,89.1,0.0
262,고흥,2014-09-25,21.0,16.0,27.6,0.0,1.2,16.8,79.1,7.2
262,고흥,2014-09-26,20.8,17.2,25.2,0.0,1.1,17.1,81.0,6.6
262,고흥,2014-09-27,20.8,15.4,27.6,0.0,0.8,16.8,80.3,8.4
262,고흥,2014-09-28,21.6,15.9,29.0,0.0,0.9,17.4,80.0,10.1
262,고흥,2014-09-29,21.0,18.4,25.2,3.5,1.2,18.2,84.9,0.5
262,고흥,2014-09-30,21.0,17.0,25.7,1.0,1.2,17.0,79.1,4.4
262,고흥,2015-05-01,18.3,12.3,25.1,0.0,1.1,14.6,81.0,10.4
262,고흥,2015-05-02,18.5,13.0,23.4,6.0,1.6,15.2,82.3,4.8
262,고흥,2015-05-03,18.1,17.5,18.9,28.0,2.0,16.4,90.3,0.0
262,고흥,2015-05-04,17.4,10.7,22.8,0.0,4.2,5.3,50.3,10.6
262,고흥,2015-05-05,14.1,4.3,21.7,0.0,1.5,3.2,52.5,11.9
262,고흥,2015-05-06,13.9,6.7,19.9,0.0,0.9,7.7,68.3,1.1
262,고흥,2015-05-07,16.3,8.3,24.4,0.0,1.5,7.4,61.1,12.0
262,고흥,2015-05-08,17.2,7.6,25.4,0.0,1.1,5.3,50.3,9.1
262,고흥,2015-05-09,17.7,13.3,23.3,1.0,1.4,12.2,72.3,7.4
262,고흥,2015-05-10,16.8,11.5,22.4,0.0,1.5,13.1,79.8,8.4
262,고흥,2015-05-11,16.9,13.5,20.5,86.0,3.2,13.0,79.0,0.2
262,고흥,2015-05-12,16.3,13.6,18.6,2.0,3.5,10.8,70.9,9.9
262,고흥,2015-05-13,19.7,13.0,24.8,0.0,2.9,9.1,52.1,12.1
262,고흥,2015-05-14,19.2,12.7,24.7,0.0,1.4,15.2,78.5,4.8
262,고흥,2015-05-15,20.7,16.0,26.1,9.0,1.4,17.4,82.9,4.8
262,고흥,2015-05-16,17.9,11.6,25.8,0.0,1.5,12.6,74.6,12.0
262,고흥,2015-05-17,17.5,7.8,25.3,0.0,0.9,6.5,57.5,6.6
262,고흥,2015-05-18,14.6,13.3,16.6,15.5,1.1,12.5,87.5,0.0
262,고흥,2015-05-19,19.3,11.3,26.7,0.0,1.7,14.5,76.0,11.4
262,고흥,2015-05-20,18.4,12.2,24.4,0.0,3.3,7.6,54.4,12.2
262,고흥,2015-05-21,18.6,9.4,26.2,0.0,1.8,9.1,58.8,11.1
262,고흥,2015-05-22,19.7,13.9,27.2,0.0,1.3,8.2,50.4,8.6
262,고흥,2015-05-23,18.7,14.0,25.4,0.0,1.1,10.8,61.9,4.0
262,고흥,2015-05-24,19.8,13.0,27.1,0.0,1.1,11.7,63.5,11.4
262,고흥,2015-05-25,20.3,11.3,28.7,0.0,1.6,9.1,53.5,12.4
262,고흥,2015-05-26,21.3,11.6,31.3,0.0,1.2,9.7,55.1,12.1
262,고흥,2015-05-27,20.8,12.4,29.0,0.0,1.3,10.7,58.1,11.8
262,고흥,2015-05-28,20.7,16.2,27.2,0.0,1.7,12.4,63.0,9.6
262,고흥,2015-05-29,21.8,14.0,29.3,0.0,1.1,12.7,62.8,12.2
262,고흥,2015-05-30,19.3,17.0,23.2,6.0,1.1,16.6,84.9,1.1
262,고흥,2015-05-31,20.5,15.2,27.1,0.0,1.4,14.0,70.3,11.9
262,고흥,2015-06-01,20.7,13.6,27.5,0.0,1.3,13.2,67.3,11.0
262,고흥,2015-06-02,19.6,15.8,22.4,3.5,0.8,16.9,85.3,0.1
262,고흥,2015-06-03,22.5,15.6,29.1,0.0,2.9,9.8,51.8,9.9
262,고흥,2015-06-04,20.4,12.0,28.2,0.0,1.2,8.5,53.8,11.6
262,고흥,2015-06-05,16.4,13.6,20.9,4.0,1.1,13.2,82.5,3.2
262,고흥,2015-06-06,18.0,11.8,24.2,0.0,1.3,13.9,78.8,10.4
262,고흥,2015-06-07,18.6,14.4,22.7,0.0,1.6,14.8,80.4,4.5
262,고흥,2015-06-08,18.9,16.3,21.4,9.0,0.9,17.2,90.4,0.0
262,고흥,2015-06-09,21.4,16.4,27.3,0.0,1.0,17.2,79.5,7.0
262,고흥,2015-06-10,21.9,16.2,27.1,0.0,1.5,17.0,75.9,7.6
262,고흥,2015-06-11,20.9,19.9,22.4,4.0,1.3,19.4,91.5,0.0
262,고흥,2015-06-12,23.9,18.4,30.0,0.0,1.6,17.8,72.6,10.4
262,고흥,2015-06-13,21.2,17.0,26.3,0.0,1.3,18.2,83.9,0.9
262,고흥,2015-06-14,21.9,18.1,25.9,0.0,1.5,19.3,85.9,2.4
262,고흥,2015-06-15,22.6,20.4,26.7,0.0,1.4,19.1,81.5,1.8
262,고흥,2015-06-16,22.7,19.5,27.7,0.0,1.5,18.8,79.8,5.4
262,고흥,2015-06-17,20.0,17.7,22.2,3.5,1.8,17.9,88.4,0.0
262,고흥,2015-06-18,22.7,17.2,29.1,0.1,1.5,17.5,74.5,7.2
262,고흥,2015-06-19,22.5,17.6,27.4,0.0,1.6,17.0,72.8,6.4
262,고흥,2015-06-20,20.3,18.8,22.8,7.0,1.0,17.6,84.8,0.5
262,고흥,2015-06-21,20.8,17.2,24.6,0.0,1.7,17.7,83.3,9.9
262,고흥,2015-06-22,20.7,16.9,23.8,0.0,1.2,17.5,82.8,1.3
262,고흥,2015-06-23,22.5,18.0,27.3,0.0,1.3,17.5,75.4,9.8
262,고흥,2015-06-24,20.9,18.2,24.2,1.0,0.9,18.1,84.9,0.0
262,고흥,2015-06-25,21.2,20.2,23.5,27.5,1.9,18.0,82.5,0.0
262,고흥,2015-06-26,22.3,20.4,24.7,7.5,3.1,19.3,84.0,0.4
262,고흥,2015-06-27,19.9,19.2,21.6,2.0,1.5,17.9,88.8,0.0
262,고흥,2015-06-28,21.3,18.4,26.4,0.0,1.2,18.0,82.4,5.3
262,고흥,2015-06-29,21.4,18.8,24.7,0.0,1.2,17.8,80.8,1.2
262,고흥,2015-06-30,19.9,18.8,20.9,44.5,1.2,18.4,91.5,0.0
262,고흥,2015-07-01,22.8,18.4,28.1,0.0,2.4,18.4,77.4,6.1
262,고흥,2015-07-02,21.4,16.2,27.0,0.0,1.3,15.4,71.4,8.1
262,고흥,2015-07-03,23.3,17.6,28.6,0.0,1.6,16.4,68.1,8.7
262,고흥,2015-07-04,20.5,15.8,25.7,0.0,1.3,16.6,79.9,2.9
262,고흥,2015-07-05,20.7,17.1,25.4,0.0,1.0,17.0,80.6,2.6
262,고흥,2015-07-06,20.7,16.4,24.2,0.5,0.9,17.3,81.9,1.1
262,고흥,2015-07-07,19.1,18.0,20.2,24.0,2.0,17.2,89.3,0.0
262,고흥,2015-07-08,21.8,19.5,23.3,45.0,1.6,20.6,93.4,0.0
262,고흥,2015-07-09,24.4,22.0,28.9,0.5,1.8,21.5,84.8,2.8
262,고흥,2015-07-10,25.2,21.5,30.6,0.0,2.0,21.5,81.6,11.9
262,고흥,2015-07-11,23.9,21.3,27.2,39.0,1.8,23.0,95.5,0.1
262,고흥,2015-07-12,23.9,21.8,25.5,122.0,6.4,23.4,97.9,0.0
262,고흥,2015-07-13,22.9,21.3,26.4,0.0,3.0,21.4,92.0,3.1
262,고흥,2015-07-14,24.4,20.6,29.2,0.0,1.1,22.6,90.8,8.9
262,고흥,2015-07-15,24.4,20.1,30.4,0.0,0.9,22.7,91.0,4.7
262,고흥,2015-07-16,24.4,20.6,28.7,0.0,1.7,19.6,76.3,12.1
262,고흥,2015-07-17,22.0,17.4,27.2,0.0,1.0,18.9,83.8,3.0
262,고흥,2015-07-18,21.8,18.7,24.7,0.0,0.8,20.1,90.6,1.5
262,고흥,2015-07-19,23.9,17.7,28.9,0.0,1.4,21.2,86.4,6.6
262,고흥,2015-07-20,24.4,22.7,26.9,0.4,1.2,23.8,96.5,0.0
262,고흥,2015-07-21,23.4,22.4,24.7,2.6,0.9,23.2,99.0,0.0
262,고흥,2015-07-22,24.4,22.4,27.5,1.4,0.9,24.0,98.3,0.7
262,고흥,2015-07-23,25.7,23.9,28.9,14.2,2.2,25.0,96.1,1.2
262,고흥,2015-07-24,25.5,24.6,26.9,0.3,2.9,24.9,97.1,0.0
262,고흥,2015-07-25,25.9,22.9,28.4,0.0,3.4,24.5,92.9,8.4
262,고흥,2015-07-26,26.8,21.4,32.4,0.0,1.3,23.9,85.5,11.3
262,고흥,2015-07-27,26.1,22.2,30.2,0.0,1.5,24.8,93.3,5.8
262,고흥,2015-07-28,27.0,24.1,31.3,0.0,1.4,25.4,91.8,6.2
262,고흥,2015-07-29,28.2,24.6,32.1,0.0,1.4,26.5,91.8,9.5
262,고흥,2015-07-30,27.8,23.9,32.7,0.0,1.5,25.9,90.1,11.1
262,고흥,2015-07-31,26.9,23.4,31.8,0.0,1.2,24.7,89.1,10.0
262,고흥,2015-08-01,26.4,22.7,31.5,0.0,1.2,24.2,88.8,11.6
262,고흥,2015-08-02,26.0,22.4,30.5,0.0,1.2,24.7,93.4,4.7
262,고흥,2015-08-03,26.2,22.7,31.2,0.0,1.3,23.7,87.6,11.2
262,고흥,2015-08-04,26.5,21.9,31.8,0.0,1.3,23.9,87.5,10.7
262,고흥,2015-08-05,26.8,22.6,32.9,0.0,1.0,24.3,87.8,10.4
262,고흥,2015-08-06,26.5,21.0,33.0,0.0,0.8,24.3,88.6,11.1
262,고흥,2015-08-07,27.7,22.0,33.5,0.0,0.9,24.2,83.3,11.8
262,고흥,2015-08-08,27.6,23.3,33.1,0.0,1.1,24.7,85.9,10.2
262,고흥,2015-08-09,27.6,22.7,34.2,0.0,0.9,24.4,85.0,9.4
262,고흥,2015-08-10,26.8,22.0,32.4,0.0,1.0,23.1,82.6,4.1
262,고흥,2015-08-11,23.8,19.5,28.6,32.2,1.2,22.3,92.3,0.0
262,고흥,2015-08-12,23.8,20.2,28.3,0.0,1.8,22.4,92.1,1.9
262,고흥,2015-08-13,24.9,21.7,29.3,0.0,1.1,22.9,89.4,6.2
262,고흥,2015-08-14,24.9,19.6,30.7,0.0,1.0,22.3,87.0,11.8
262,고흥,2015-08-15,25.0,20.4,30.7,0.0,0.8,22.6,88.1,9.6
262,고흥,2015-08-16,24.0,19.7,29.5,6.6,1.3,22.4,91.5,3.6
262,고흥,2015-08-17,25.0,20.2,30.9,0.0,1.0,22.1,85.4,10.5
262,고흥,2015-08-18,25.0,20.7,29.3,0.0,0.8,21.5,82.5,4.1
262,고흥,2015-08-19,25.2,22.0,28.8,0.0,1.0,22.5,86.0,2.6
262,고흥,2015-08-20,24.4,22.5,27.2,9.3,0.7,23.6,95.6,0.0
262,고흥,2015-08-21,23.6,21.8,28.4,95.5,1.4,22.7,95.3,2.9
262,고흥,2015-08-22,23.6,21.7,27.3,0.1,0.7,22.5,94.4,0.1
262,고흥,2015-08-23,24.1,21.4,28.8,0.3,0.5,22.4,91.6,0.7
262,고흥,2015-08-24,24.2,21.8,25.9,3.2,1.5,22.2,89.1,0.0
262,고흥,2015-08-25,22.4,20.2,24.9,18.8,2.5,21.8,96.8,0.0
262,고흥,2015-08-26,22.5,17.8,28.9,0.0,1.7,19.5,84.8,11.2
262,고흥,2015-08-27,22.6,16.4,28.2,0.0,1.3,20.5,88.9,10.8
262,고흥,2015-08-28,23.5,19.8,28.8,0.0,0.9,21.4,89.3,8.3
262,고흥,2015-08-29,22.3,19.0,28.2,0.0,0.5,20.4,90.4,4.3
262,고흥,2015-08-30,22.0,17.2,27.8,0.0,0.4,20.6,92.4,3.9
262,고흥,2015-08-31,23.8,18.9,27.6,0.0,1.1,21.3,86.5,3.2
262,고흥,2015-09-01,22.6,21.0,26.6,1.9,0.7,21.2,92.6,0.6
262,고흥,2015-09-02,23.2,19.3,27.9,5.3,1.1,22.2,94.6,5.4
262,고흥,2015-09-03,22.7,18.8,27.5,3.8,1.4,20.8,89.8,7.2
262,고흥,2015-09-04,22.8,18.0,29.1,0.0,1.1,19.8,84.8,9.4
262,고흥,2015-09-05,21.2,18.6,26.1,10.2,1.2,20.5,96.4,0.5
262,고흥,2015-09-06,22.1,18.7,26.2,13.3,1.8,18.8,82.5,5.4
262,고흥,2015-09-07,21.7,17.7,27.0,0.0,1.4,17.0,75.8,4.4
262,고흥,2015-09-08,20.9,16.9,25.9,0.0,1.6,14.5,68.6,10.9
262,고흥,2015-09-09,20.1,13.7,27.2,0.0,1.0,15.0,75.9,10.9
262,고흥,2015-09-10,20.4,14.0,27.5,0.0,0.9,16.8,82.5,10.4
262,고흥,2015-09-11,21.9,14.7,27.9,0.0,1.2,17.9,79.9,8.5
262,고흥,2015-09-12,20.3,15.6,22.9,1.2,1.4,18.4,89.5,0.0
262,고흥,2015-09-13,18.4,12.9,25.8,0.0,1.2,14.1,79.6,10.6
262,고흥,2015-09-14,18.3,12.7,25.5,0.0,1.0,14.1,79.5,8.3
262,고흥,2015-09-15,20.1,14.7,25.5,0.0,1.4,14.0,68.8,6.0
262,고흥,2015-09-16,19.4,16.2,23.3,4.2,1.2,16.4,83.9,1.0
262,고흥,2015-09-17,20.8,14.4,26.6,0.1,1.3,17.0,80.5,9.7
262,고흥,2015-09-18,21.2,16.0,27.0,0.0,1.4,17.1,79.0,9.4
262,고흥,2015-09-19,20.6,16.4,26.5,0.0,0.8,17.5,84.8,9.2
262,고흥,2015-09-20,20.2,14.1,27.1,0.0,0.7,17.8,87.8,6.2
262,고흥,2015-09-21,20.6,16.3,27.4,0.0,0.8,18.4,88.3,9.4
262,고흥,2015-09-22,20.1,14.1,26.0,0.0,1.2,17.2,86.0,8.7
262,고흥,2015-09-23,19.0,17.1,20.6,31.0,1.6,18.5,97.3,0.0
262,고흥,2015-09-24,22.3,18.7,26.6,0.0,1.5,18.9,82.0,5.1
262,고흥,2015-09-25,21.6,17.2,26.0,0.0,0.9,18.5,84.1,3.2
262,고흥,2015-09-26,21.0,15.2,28.4,0.0,0.6,18.0,85.6,8.4
262,고흥,2015-09-27,20.6,14.9,27.4,0.0,0.7,17.3,84.1,9.5
262,고흥,2015-09-28,21.4,14.9,28.5,0.0,0.9,15.8,74.8,7.7
262,고흥,2015-09-29,21.4,14.3,27.6,0.0,1.3,15.2,71.0,10.4
262,고흥,2015-09-30,18.1,17.1,20.3,11.8,1.5,16.4,90.9,0.0
262,고흥,2016-05-01,15.5,6.2,24.9,0.0,1.2,9.5,73.3,11.9
262,고흥,2016-05-02,17.7,11.8,21.7,3.3,2.5,17.1,96.5,1.7
262,고흥,2016-05-03,15.9,13.2,19.5,50.1,4.9,13.2,85.0,1.2
262,고흥,2016-05-04,17.6,11.7,22.7,0.0,2.8,8.3,58.4,12.0
262,고흥,2016-05-05,16.5,7.5,22.8,0.4,1.4,10.4,72.8,6.3
262,고흥,2016-05-06,18.2,15.8,22.2,4.8,1.9,17.6,96.9,0.8
262,고흥,2016-05-07,17.1,11.4,24.3,0.0,2.0,6.7,55.8,8.9
262,고흥,2016-05-08,16.4,8.2,21.9,0.0,1.3,9.4,66.5,4.4
262,고흥,2016-05-09,16.3,13.7,19.8,1.3,0.5,12.8,81.4,0.1
262,고흥,2016-05-10,14.7,12.9,16.4,33.2,0.7,14.4,98.9,0.0
262,고흥,2016-05-11,15.0,12.3,20.8,0.2,0.9,13.3,90.6,4.7
262,고흥,2016-05-12,16.2,9.4,23.3,0.0,1.2,14.0,88.1,11.3
262,고흥,2016-05-13,16.7,11.7,22.8,0.0,1.5,13.6,83.8,6.1
262,고흥,2016-05-14,16.5,11.4,21.1,0.0,1.5,12.9,81.4,10.8
262,고흥,2016-05-15,18.0,14.4,21.1,4.7,1.8,17.5,97.4,0.0
262,고흥,2016-05-16,14.7,8.7,21.7,5.3,2.7,7.9,70.1,9.3
262,고흥,2016-05-17,16.9,7.1,27.4,0.0,1.0,9.9,69.4,12.2
262,고흥,2016-05-18,19.2,9.7,29.0,0.0,0.7,12.5,70.4,12.3
262,고흥,2016-05-19,18.3,10.2,26.2,0.0,1.0,11.1,68.9,11.8
262,고흥,2016-05-20,19.2,10.6,26.1,0.0,1.2,12.4,69.3,12.0
262,고흥,2016-05-21,19.4,12.6,26.6,0.0,1.3,11.5,64.0,10.2
262,고흥,2016-05-22,19.3,12.8,25.9,0.0,1.2,12.3,68.3,10.9
